Car_id,Date,Customer Name,Gender,Annual Income,Dealer_Name,Company,Model,Color,Price,Phone
6126,9/22/2022,Anne,Male,611000,Progressive Shippers Cooperative Association No,Mercedes-B,M-Class,Pale White,41000,8158744
6127,9/22/2022,Elena,Male,1100000,Chrysler of Tri-Cities,Cadillac,Catera,Pale White,75000,7670677
6128,9/22/2022,Jariel,Female,13500,Saab-Belle Dodge,Chrysler,Sebring Coupe,Black,12000,8860813
6129,9/22/2022,Jason,Male,13500,Scrivener Performance Engineering,Cadillac,Escalade,Black,28000,8769373
6130,9/22/2022,Javier,Male,13500,Star Enterprises Inc,Jeep,Wrangler,Pale White,13000,6085615
6131,9/22/2022,Jay,Male,745000,Suburban Ford,Acura,TL,Pale White,16000,7624535
6132,9/22/2022,Jayce,Female,520000,Tri-State Mack Inc,Chrysler,300M,Pale White,22000,8227593
6133,9/22/2022,Jayden,Male,532500,U-Haul CO,Jeep,Grand Cherokee,Black,19500,8979257
6134,9/22/2022,Jayson,Male,750000,Buddy Storbeck's Diesel Service Inc,Toyota,Camry,Black,29000,7139424
6135,9/22/2022,Jean,Male,815000,C & M Motors Inc,Volvo,S80,Pale White,25000,6854355
6136,9/22/2022,Jeancarlos,Male,637000,Capitol KIA,Lexus,LS400,Pale White,54000,6506747
6137,9/22/2022,Jefferson,Male,950000,Chrysler of Tri-Cities,Chevrolet,Camaro,Pale White,24000,7415302
6138,9/22/2022,Jeffrey,Male,780000,Chrysler Plymouth,Lexus,LS400,Black,22000,8803836
6139,9/22/2022,Kelly,Male,595000,Gartner Buick Hyundai Saab,Oldsmobile,Intrigue,Black,18000,7042956
6140,9/22/2022,Kelsey,Male,13500,Hatfield Volkswagen,Chevrolet,Lumina,Black,10000,7036542
6141,9/22/2022,Eloise,Male,13500,Race Car Help,Dodge,Ram Pickup,Pale White,21000,8213035
6142,9/22/2022,Keyla,Male,13500,McKinney Dodge Chrysler Jeep,Chrysler,Cirrus,Pale White,12000,8739151
6143,9/22/2022,Khloe,Male,669000,Motor Vehicle Branch Office,Mercury,Sable,Pale White,39000,6269010
6144,9/22/2022,Kiara,Male,13500,Nebo Chevrolet,Honda,CR-V,Pale White,22000,6724369
6145,9/22/2022,Clement,Male,952000,Ryder Truck Rental and Leasing,Dodge,Caravan,Pale White,24000,7062899
6146,9/22/2022,Pauline,Male,1325000,Suburban Ford,Dodge,Ram Pickup,Black,19500,6686439
6147,9/22/2022,Anne-Gaelle,Male,1071000,Tri-State Mack Inc,Dodge,Neon,Pale White,19100,6393795
6148,9/22/2022,Laura,Male,710000,Progressive Shippers Cooperative Association No,Mercedes-B,C-Class,Pale White,17000,7634090
6149,9/22/2022,Leena,Male,870000,U-Haul CO,Volkswagen,Beetle,Pale White,45000,8353155
6150,9/22/2022,Madison,Male,2053000,Suburban Ford,Chrysler,LHS,Pale White,21300,8898874
6151,9/22/2022,Makayla,Male,7650000,Tri-State Mack Inc,Hyundai,Sonata,Pale White,21000,8246892
6152,9/22/2022,Makenzie,Male,375000,U-Haul CO,Oldsmobile,Cutlass,Pale White,15000,6425419
6153,9/22/2022,Malia,Male,525000,Buddy Storbeck's Diesel Service Inc,Toyota,Land Cruiser,Pale White,12000,7045209
6154,9/22/2022,Antoine,Male,1900000,Chrysler Plymouth,Mercury,Mountaineer,Pale White,21000,8508033
6155,9/22/2022,Mariah,Male,2225000,Capitol KIA,Ford,Contour,Pale White,62500,6513799
6156,9/22/2022,Mariam,Male,2855000,Chrysler of Tri-Cities,Ford,Mustang,Pale White,43500,6296702
6157,9/22/2022,Mariama,Female,890000,Chrysler Plymouth,Lincoln,Navigator,Black,19000,7335712
6158,9/22/2022,Victor,Female,750000,Diehl Motor CO Inc,Mitsubishi,Montero Sport,Black,45000,6981411
6159,9/22/2022,Mckenzie,Male,3255000,Clay Johnson Auto Sales,BMW,328i,Black,18500,6380415
6160,9/22/2022,Philippe,Male,870000,Race Car Help,Audi,A4,Black,27000,7941713
6161,9/24/2022,Natalie,Male,1500000,Tri-State Mack Inc,Saab,03-Sep,Black,23000,6684924
6162,9/24/2022,Nevaeh,Male,1300000,U-Haul CO,Toyota,RAV4,Pale White,22000,6677944
6163,9/24/2022,Nia,Male,855000,Progressive Shippers Cooperative Association No,Mercury,Cougar,Pale White,22000,8746487
6164,9/24/2022,Nyla,Male,13500,Rabun Used Car Sales,Lincoln,Town car,Black,17000,6400335
6165,9/24/2022,Nylah,Male,1125000,Race Car Help,Saturn,LS,Pale White,51500,6374825
6166,9/24/2022,Olivia,Female,1475000,Ryder Truck Rental and Leasing,Lexus,GS400,Pale White,25500,7330690
6167,9/24/2022,Paige,Male,1135000,Saab-Belle Dodge,Honda,CR-V,Pale White,39500,8714168
6168,9/24/2022,Paris,Male,867000,Scrivener Performance Engineering,Lincoln,Continental,Pale White,20000,7118841
6169,9/24/2022,Peyton,Male,13500,Star Enterprises Inc,Honda,Accord,Black,43001,6425079
6170,9/24/2022,Princess,Male,1328000,Suburban Ford,Plymouth,Prowler,Pale White,27801,8929601
6171,9/24/2022,Rachel,Male,1340000,Tri-State Mack Inc,Toyota,RAV4,Black,28001,6302941
6172,9/24/2022,Rebecca,Male,1155000,U-Haul CO,Chevrolet,Monte Carlo,Black,44501,6715135
6173,9/24/2022,Riley,Female,1130000,Buddy Storbeck's Diesel Service Inc,Honda,CR-V,Black,31001,6783559
6174,9/24/2022,Sade,Male,1275000,C & M Motors Inc,Lincoln,Navigator,Black,19501,6154755
6175,9/24/2022,Samantha,Female,13500,Capitol KIA,Nissan,Frontier,Pale White,26001,6704144
6176,9/24/2022,Samara,Male,13500,Chrysler of Tri-Cities,Volkswagen,Jetta,Pale White,69001,6255915
6177,9/24/2022,Samiya,Male,770000,Chrysler Plymouth,Ford,Mustang,Black,22001,8676164
6178,9/24/2022,Samiyah,Male,855000,Classic Chevy,Volvo,S80,Pale White,21001,7620390
6179,9/24/2022,Sanaa,Male,1100000,Clay Johnson Auto Sales,Chrysler,Sebring Coupe,Pale White,21001,6441374
6180,9/24/2022,Elina,Male,1330000,Chrysler Plymouth,Mitsubishi,3000GT,Pale White,19000,6248758
6181,9/24/2022,Elise,Male,937000,Classic Chevy,Dodge,Ram Van,Pale White,31000,7543793
6182,9/24/2022,Elizabeth,Male,290000,Clay Johnson Auto Sales,Mercury,Grand Marquis,Black,49000,6603425
6183,9/24/2022,Ella,Female,612000,Diehl Motor CO Inc,Volvo,C70,Black,18000,7957176
6184,9/24/2022,Ellie,Female,716000,Enterprise Rent A Car,Audi,A6,Black,85000,8318780
6185,9/24/2022,Emaan,Male,730000,Gartner Buick Hyundai Saab,Dodge,Dakota,Pale White,12000,6002147
6186,9/24/2022,Emily,Male,660000,Hatfield Volkswagen,Lexus,LX470,Pale White,15000,7682568
6187,9/24/2022,Emma,Male,1530000,Iceberg Rentals,Mercedes-B,S-Class,Black,39000,6182931
6188,9/24/2022,Erin,Male,1150000,McKinney Dodge Chrysler Jeep,Lexus,LS400,Black,39000,6479027
6189,9/24/2022,Noa,Male,620000,Progressive Shippers Cooperative Association No,Chevrolet,Malibu,Pale White,41000,8747312
6190,9/24/2022,Eva,Male,636000,Nebo Chevrolet,Dodge,Viper,Pale White,41000,7639055
6191,9/24/2022,Evelyn,Male,755000,New Castle Ford Lincoln Mercury,Volkswagen,Jetta,Black,22000,7902663
6192,9/24/2022,Fatima,Female,2200000,Pars Auto Sales,Volkswagen,Jetta,Pale White,38000,8734887
6193,9/24/2022,Fiona,Male,1530000,Pitre Buick-Pontiac-Gmc of Scottsdale,Hyundai,Sonata,Black,20000,7069372
6194,9/24/2022,Grace,Male,750000,Progressive Shippers Cooperative Association No,Dodge,Durango,Black,19000,7706694
6195,9/24/2022,Hailey,Male,286000,Rabun Used Car Sales,Dodge,Durango,Pale White,27000,6960362
6196,9/24/2022,Hana,Male,580010,Race Car Help,Subaru,Outback,Pale White,49010,6533019
6197,9/24/2022,Hannah,Male,1250000,Ryder Truck Rental and Leasing,Acura,Integra,Black,45000,7761612
6198,9/24/2022,Helen,Male,430000,Saab-Belle Dodge,Jaguar,S-Type,Pale White,20000,8969924
6199,9/24/2022,Jencarlos,Male,13500,Classic Chevy,Dodge,Ram Wagon,Black,22000,6271661
6200,9/24/2022,Jeremiah,Female,830000,Clay Johnson Auto Sales,Mercedes-B,SLK230,Black,33001,7675173
6201,9/24/2022,Jeremias,Male,860000,Diehl Motor CO Inc,Dodge,Viper,Black,26001,7076481
6202,9/24/2022,Jeremy,Male,1172000,Enterprise Rent A Car,Buick,Regal,Pale White,38201,6923386
6203,9/24/2022,Jerry,Male,13500,Gartner Buick Hyundai Saab,Mitsubishi,Montero,Black,16000,6219498
6204,9/24/2022,Jesse,Male,13500,Hatfield Volkswagen,Chevrolet,Prizm,Black,16000,6798497
6205,9/24/2022,Jesus,Male,530000,Iceberg Rentals,Nissan,Quest,Black,38000,7996906
6206,9/24/2022,Jimmy,Female,13500,McKinney Dodge Chrysler Jeep,Cadillac,Catera,Pale White,28000,8004590
6207,9/24/2022,Joaquin,Female,682000,Motor Vehicle Branch Office,Dodge,Ram Van,Pale White,12000,7365095
6208,9/24/2022,Joel,Male,570000,Nebo Chevrolet,Chrysler,LHS,Pale White,21000,8544101
6209,9/24/2022,Johan,Male,2000000,New Castle Ford Lincoln Mercury,Audi,A6,Black,27000,7235787
6210,9/24/2022,Johann,Male,650000,Pars Auto Sales,Mitsubishi,3000GT,Black,39000,7926277
6211,9/24/2022,John,Male,792000,Pitre Buick-Pontiac-Gmc of Scottsdale,Honda,Accord,Pale White,14000,7366259
6212,9/24/2022,Johnathan,Male,720000,Progressive Shippers Cooperative Association No,Volkswagen,Golf,Pale White,18000,8070204
6213,9/24/2022,Johnny,Male,970000,Rabun Used Car Sales,Mercedes-B,SL-Class,Pale White,17001,7715728
6214,9/24/2022,Jonah,Male,13500,Race Car Help,Cadillac,Escalade,Black,26000,7312738
6215,9/24/2022,Jonathan,Male,13500,Ryder Truck Rental and Leasing,Mercury,Sable,Pale White,61000,8951029
6216,9/24/2022,Jordan,Female,785000,Saab-Belle Dodge,Lexus,LX470,Pale White,54000,7651464
6217,9/24/2022,Jorge,Male,13500,Scrivener Performance Engineering,Chevrolet,Cavalier,Pale White,20000,7460205
6218,9/24/2022,Layla,Male,13500,Race Car Help,Dodge,Dakota,Pale White,21000,8930767
6219,9/24/2022,Leah,Male,505000,Ryder Truck Rental and Leasing,Mercedes-B,SLK230,Pale White,14000,8377337
6220,9/24/2022,Leanna,Male,550000,Saab-Belle Dodge,Mitsubishi,3000GT,Pale White,19000,8324841
6221,9/24/2022,Quentin,Male,915000,Progressive Shippers Cooperative Association No,Toyota,Tacoma,Pale White,24000,6294419
6222,9/24/2022,Leilani,Female,900000,Star Enterprises Inc,Saab,03-Sep,Pale White,69000,8874985
6223,9/24/2022,Leslie,Male,816000,Suburban Ford,Chrysler,LHS,Pale White,21000,8710866
6224,9/24/2022,Lesly,Male,1385000,Tri-State Mack Inc,Oldsmobile,Silhouette,Pale White,14500,8328806
6225,9/24/2022,Leyla,Female,1380000,U-Haul CO,Volkswagen,Jetta,Pale White,38000,6287889
6226,9/24/2022,Lia,Male,13500,Progressive Shippers Cooperative Association No,Porsche,Carrera Cabrio,Pale White,32000,8184299
6227,9/24/2022,Liana,Male,13500,Rabun Used Car Sales,Mercedes-B,CL500,Black,22000,6102522
6228,9/24/2022,Liliana,Male,900000,Progressive Shippers Cooperative Association No,Ford,Contour,Pale White,19000,7464730
6229,9/24/2022,Lily,Female,547000,Rabun Used Car Sales,Acura,RL,Pale White,31000,6053877
6230,9/24/2022,Litzy,Male,472500,Race Car Help,Chevrolet,Monte Carlo,Pale White,21500,7290404
6231,9/24/2022,Antoine,Male,860000,Nebo Chevrolet,Chevrolet,Prizm,Black,16000,7647893
6232,9/24/2022,Julie,Male,600000,Saab-Belle Dodge,Volkswagen,Golf,Pale White,18000,7002632
6233,9/24/2022,London,Male,724000,Scrivener Performance Engineering,Porsche,Boxter,Black,26000,6678680
6234,9/24/2022,Celine,Male,630000,Scrivener Performance Engineering,Mercedes-B,SL-Class,Pale White,17000,8267646
6235,9/24/2022,Thibaut,Male,1023000,Progressive Shippers Cooperative Association No,Toyota,Tacoma,Pale White,82300,7426086
6236,9/24/2022,Francois,Male,2855000,Scrivener Performance Engineering,Ford,Ranger,Black,25500,8434234
6237,9/24/2022,Melanie,Female,875000,Enterprise Rent A Car,Buick,Park Avenue,Pale White,62000,8919450
6238,9/24/2022,Melody,Male,655000,Gartner Buick Hyundai Saab,Volkswagen,Passat,Pale White,32000,6376891
6239,9/24/2022,Mia,Male,670000,Hatfield Volkswagen,Pontiac,Sunfire,Pale White,43000,6393906
6240,9/24/2022,Michelle,Male,828000,Iceberg Rentals,Toyota,Land Cruiser,Pale White,12000,6691141
6241,9/24/2022,Mikayla,Male,13500,McKinney Dodge Chrysler Jeep,Volkswagen,Jetta,Pale White,24000,6003317
6242,9/24/2022,Milan,Male,1230000,Motor Vehicle Branch Office,Dodge,Durango,Pale White,27000,8695074
6243,9/24/2022,Miracle,Male,590000,Nebo Chevrolet,Lincoln,Continental,Pale White,27000,8577808
6244,9/24/2022,William,Male,13500,Tri-State Mack Inc,Chevrolet,Prizm,Black,16000,8160570
6245,9/24/2022,Mya,Female,654500,Pars Auto Sales,Chrysler,Sebring Coupe,Pale White,46500,8192839
6246,9/24/2022,Adrien,Female,425000,U-Haul CO,Subaru,Forester,Black,22000,7309009
6247,9/24/2022,Nevaeh,Female,710000,Progressive Shippers Cooperative Association No,Dodge,Stratus,Pale White,25000,8587470
6248,9/24/2022,Nia,Female,640000,Rabun Used Car Sales,Nissan,Quest,Black,12000,8619117
6249,9/24/2022,Renan,Male,642000,Saab-Belle Dodge,Dodge,Ram Pickup,Black,19000,7309063
6250,9/24/2022,Nylah,Male,1220000,Ryder Truck Rental and Leasing,Cadillac,Catera,Pale White,75000,8967431
6251,9/24/2022,Olivia,Male,13500,Saab-Belle Dodge,Oldsmobile,Silhouette,Black,60000,8152791
6252,9/24/2022,Oumou,Male,548000,Scrivener Performance Engineering,Volkswagen,Jetta,Pale White,38000,6323625
6253,9/24/2022,Paige,Male,935000,Star Enterprises Inc,Oldsmobile,Bravada,Black,17000,7701773
6254,9/24/2022,Martin,Male,13500,Star Enterprises Inc,Volvo,S70,Black,26000,6249922
6255,9/24/2022,Peyton,Male,535000,Tri-State Mack Inc,Lincoln,Town car,Black,26000,6609403
6256,9/25/2022,Sanai,Male,13500,Diehl Motor CO Inc,Ford,Ranger,Black,18001,8073648
6257,9/25/2022,Saniya,Male,650000,Enterprise Rent A Car,Mercedes-B,C-Class,Pale White,17001,8503694
6258,9/25/2022,Saniyah,Male,1815000,Gartner Buick Hyundai Saab,Oldsmobile,Silhouette,Black,60501,6435462
6259,9/25/2022,Sarah,Male,2255000,Hatfield Volkswagen,Plymouth,Neon,Pale White,27501,6764346
6260,9/25/2022,Sarai,Male,1470000,Iceberg Rentals,Honda,Accord,Pale White,21001,6882462
6261,9/25/2022,Sariah,Male,13500,McKinney Dodge Chrysler Jeep,Cadillac,Eldorado,Black,29001,6112639
6262,9/25/2022,Sasha,Male,420000,Motor Vehicle Branch Office,Volkswagen,Jetta,Black,22001,7053008
6263,9/25/2022,Savannah,Male,13500,Nebo Chevrolet,Dodge,Stratus,Pale White,37001,6506805
6264,9/25/2022,Serenity,Male,855000,New Castle Ford Lincoln Mercury,Hyundai,Sonata,Pale White,13001,7751909
6265,9/25/2022,Shania,Female,770000,Pars Auto Sales,Dodge,Durango,Black,24001,6543101
6266,9/25/2022,Shaniya,Female,615000,Pitre Buick-Pontiac-Gmc of Scottsdale,Volkswagen,Passat,Black,9001,6094787
6267,9/25/2022,Shiloh,Male,1450000,Progressive Shippers Cooperative Association No,Chevrolet,Prizm,Pale White,22001,6573402
6268,9/25/2022,Skye,Male,1200000,Rabun Used Car Sales,Chevrolet,Metro,Pale White,19001,8258797
6269,9/25/2022,Skyla,Male,1860000,Race Car Help,Mercedes-B,C-Class,Pale White,12001,6806723
6270,9/25/2022,Skylar,Male,725000,Ryder Truck Rental and Leasing,Toyota,Tacoma,Pale White,24000,8627697
6271,9/25/2022,Sophia,Female,1360000,Saab-Belle Dodge,Dodge,Ram Van,Black,60000,8749558
6272,9/25/2022,Soraya,Male,1293000,Scrivener Performance Engineering,Mercedes-B,SL-Class,Pale White,17301,7985092
6273,9/25/2022,Summer,Female,1250000,Star Enterprises Inc,Pontiac,Grand Prix,Pale White,69001,7911852
6274,9/25/2022,Sydney,Male,1390000,Suburban Ford,Ford,Windstar,Pale White,17001,6634850
6275,9/25/2022,Symphony,Male,1400000,Tri-State Mack Inc,Chrysler,300M,Black,26001,7059728
6276,9/25/2022,Tabitha,Male,1328000,U-Haul CO,Dodge,Caravan,Black,23801,6992564
6277,9/25/2022,Inaaya,Male,360000,Scrivener Performance Engineering,Honda,Accord,Pale White,19000,7468796
6278,9/25/2022,Irene,Male,740000,Star Enterprises Inc,Volvo,S40,Black,36000,7973793
6279,9/25/2022,Penelope,Male,328000,Suburban Ford,Mitsubishi,Eclipse,Black,27000,6853957
6280,9/25/2022,Perl,Male,400000,Tri-State Mack Inc,Dodge,Ram Pickup,Black,19000,6938761
6281,9/25/2022,Isabella,Male,13500,U-Haul CO,Toyota,Sienna,Black,27000,6796489
6282,9/25/2022,Peyton,Female,773500,Buddy Storbeck's Diesel Service Inc,Volvo,S70,Pale White,32500,8812710
6283,9/25/2022,Shia,Female,1370000,Tri-State Mack Inc,Volkswagen,Golf,Pale White,35000,8406538
6284,9/25/2022,Jamie,Female,1000000,Race Car Help,Ford,Escort,Pale White,15000,7053362
6285,9/25/2022,Jannat,Male,13500,Ryder Truck Rental and Leasing,Mercedes-B,SLK230,Pale White,71000,7705138
6286,9/25/2022,Jasmine,Male,1018000,Saab-Belle Dodge,Volkswagen,Cabrio,Pale White,17800,8684666
6287,9/25/2022,Shloime,Male,395000,Buddy Storbeck's Diesel Service Inc,Chrysler,Concorde,Black,12000,8321098
6288,9/25/2022,Kaliyah,Female,675000,Suburban Ford,Nissan,Pathfinder,Black,69000,8498048
6289,9/25/2022,Sanai,Male,815000,McKinney Dodge Chrysler Jeep,Chevrolet,Malibu,Pale White,57000,8474747
6290,9/25/2022,Lauren,Male,2920000,U-Haul CO,Chevrolet,Prizm,Pale White,22000,8011411
6291,9/25/2022,Jessie,Male,365000,U-Haul CO,Chevrolet,Metro,Pale White,13000,6628358
6292,9/25/2022,Joanna,Male,1297000,Buddy Storbeck's Diesel Service Inc,Volkswagen,Cabrio,Black,16700,6861126
6293,9/25/2022,Jocelyn,Male,13500,C & M Motors Inc,Volkswagen,Jetta,Pale White,24000,6555365
6294,9/25/2022,Josephine,Male,13500,Capitol KIA,BMW,323i,Pale White,22000,7474005
6295,9/25/2022,Joy,Male,515000,Chrysler of Tri-Cities,Chevrolet,Cavalier,Pale White,20000,6768807
6296,9/25/2022,Joyce,Male,13500,Chrysler Plymouth,Pontiac,Sunfire,Black,18000,7402241
6297,9/25/2022,Julia,Male,670000,Classic Chevy,Audi,A6,Black,15000,7625295
6298,9/25/2022,Jose,Male,750000,Star Enterprises Inc,Toyota,Tacoma,Pale White,82000,6609071
6299,9/25/2022,Joseph,Male,890000,Suburban Ford,Volkswagen,GTI,Pale White,28000,7281369
6300,9/25/2022,Joshua,Male,1260000,Tri-State Mack Inc,Mercury,Grand Marquis,Black,19000,6621125
6301,9/25/2022,Josiah,Male,855000,U-Haul CO,Oldsmobile,Intrigue,Pale White,37000,7302053
6302,9/25/2022,Josue,Male,1260000,Progressive Shippers Cooperative Association No,Volkswagen,Passat,Black,21000,6589605
6303,9/25/2022,Juan,Male,13500,Rabun Used Car Sales,Ford,Ranger,Black,25000,8497203
6304,9/25/2022,Julian,Male,1320000,Race Car Help,Toyota,Avalon,Pale White,18000,8641494
6305,9/25/2022,Julien,Male,1430000,Ryder Truck Rental and Leasing,Volvo,S80,Pale White,21000,6389055
6306,9/25/2022,Julio,Male,1125000,Saab-Belle Dodge,Mitsubishi,Eclipse,Black,27500,8415243
6307,9/25/2022,Julius,Male,950000,Scrivener Performance Engineering,Mercedes-B,S-Class,Black,85000,6314936
6308,9/25/2022,Junior,Male,910000,Star Enterprises Inc,Subaru,Forester,Black,22000,8483538
6309,9/25/2022,Justin,Male,452000,Suburban Ford,Dodge,Durango,Pale White,27000,6797187
6310,9/25/2022,Kaden,Male,440000,Tri-State Mack Inc,Subaru,Forester,Black,22000,8818718
6311,9/25/2022,Kayden,Male,13500,U-Haul CO,Toyota,Corolla,Pale White,22000,7132590
6312,9/25/2022,Kelvin,Male,415000,Buddy Storbeck's Diesel Service Inc,Chevrolet,Malibu,Pale White,24000,8607835
6313,9/25/2022,Kenneth,Male,13500,C & M Motors Inc,Buick,Century,Pale White,17000,8974645
6314,9/25/2022,Kenny,Male,1015000,Capitol KIA,Volvo,S40,Pale White,17500,6633702
6315,9/25/2022,Kevin,Male,372000,Chrysler of Tri-Cities,Oldsmobile,Cutlass,Pale White,41000,7480636
6316,9/25/2022,Landon,Male,1326000,Chrysler Plymouth,Porsche,Carrera Cabrio,Pale White,32600,8883677
6317,9/25/2022,Larry,Female,999000,Classic Chevy,Infiniti,I30,Pale White,51000,8315686
6318,9/25/2022,Leandro,Male,910000,Clay Johnson Auto Sales,Plymouth,Neon,Black,29001,7107455
6319,9/25/2022,Madeline,Male,13500,U-Haul CO,Pontiac,Grand Prix,Pale White,42000,8887096
6320,9/25/2022,Madelyn,Male,635000,Buddy Storbeck's Diesel Service Inc,Plymouth,Neon,Black,29000,7289073
6321,9/25/2022,Madison,Male,630000,C & M Motors Inc,Acura,RL,Pale White,34000,7095344
6322,9/25/2022,Maia,Male,730000,Capitol KIA,Dodge,Avenger,Pale White,22000,8261666
6323,9/25/2022,Maite,Male,600000,Chrysler of Tri-Cities,Toyota,Camry,Pale White,31000,7179382
6324,9/25/2022,Makayla,Male,410000,Chrysler Plymouth,Mercedes-B,S-Class,Pale White,10000,6292845
6325,9/25/2022,Malia,Male,13500,Classic Chevy,Acura,RL,Pale White,17000,6988463
6326,9/25/2022,Maria,Male,13500,Clay Johnson Auto Sales,Chevrolet,Metro,Black,31000,8247170
6327,9/25/2022,Clement,Female,1600000,Tri-State Mack Inc,Mitsubishi,Eclipse,Black,27000,6470009
6328,9/25/2022,Mariana,Male,1620000,Enterprise Rent A Car,Chevrolet,Corvette,Black,26000,8609659
6329,9/25/2022,Marilyn,Male,326000,Gartner Buick Hyundai Saab,Jeep,Cherokee,Pale White,36000,6097134
6330,9/25/2022,Valentin,Female,2500000,Buddy Storbeck's Diesel Service Inc,Subaru,Forester,Black,22000,6301869
6331,9/25/2022,Maya,Male,830000,Iceberg Rentals,Mitsubishi,3000GT,Pale White,21000,7202494
6332,9/25/2022,Florentin,Male,1630000,Capitol KIA,Subaru,Forester,Black,22000,7947280
6333,9/25/2022,Melany,Female,2590000,Motor Vehicle Branch Office,Lexus,GS300,Pale White,17000,8426666
6334,9/25/2022,Melina,Male,13500,Nebo Chevrolet,Chrysler,LHS,Pale White,21000,6679181
6335,9/25/2022,Jules,Male,13500,Chrysler Plymouth,Chevrolet,Malibu,Pale White,24000,8082774
6336,9/25/2022,Melody,Male,430000,Pars Auto Sales,Pontiac,Sunfire,Pale White,28000,8818115
6337,9/25/2022,Mia,Male,900000,Pitre Buick-Pontiac-Gmc of Scottsdale,Chrysler,LHS,Black,51000,8157052
6338,9/25/2022,Michelle,Male,1000000,Progressive Shippers Cooperative Association No,Saab,03-Sep,Black,18000,7128376
6339,9/25/2022,Mila,Male,891000,Rabun Used Car Sales,Dodge,Ram Van,Pale White,31000,8557690
6340,9/25/2022,Phoenix,Female,640000,U-Haul CO,Ford,Crown Victoria,Pale White,20000,7768217
6341,9/25/2022,Princess,Male,1093800,Progressive Shippers Cooperative Association No,Nissan,Xterra,Black,9380,8896773
6342,9/25/2022,Marius,Male,961000,Chrysler of Tri-Cities,Mitsubishi,Montero Sport,Pale White,39000,8762179
6343,9/25/2022,Lucas,Male,480000,Rabun Used Car Sales,Volvo,S70,Pale White,32000,8376010
6344,9/25/2022,Samara,Male,13500,Ryder Truck Rental and Leasing,Volkswagen,Jetta,Pale White,45000,8192300
6345,9/25/2022,Samiyah,Female,970000,Saab-Belle Dodge,Oldsmobile,Bravada,Pale White,19000,7208877
6346,9/25/2022,Sanaa,Female,13500,Scrivener Performance Engineering,Chrysler,LHS,Pale White,20000,7814201
6347,9/25/2022,Alexandre,Male,760000,Star Enterprises Inc,Honda,Passport,Pale White,27000,8036150
6348,9/25/2022,Saniyah,Male,13500,Suburban Ford,BMW,323i,Pale White,22000,7190275
6349,9/25/2022,Louise,Male,975000,Suburban Ford,Volkswagen,Golf,Pale White,17000,7381165
6350,9/25/2022,Sarai,Female,13500,U-Haul CO,Saab,03-Sep,Pale White,69000,7448919
6351,9/25/2022,Sariah,Male,1120000,Buddy Storbeck's Diesel Service Inc,Lincoln,Continental,Pale White,27000,7840972
6352,9/25/2022,Sasha,Male,1001000,C & M Motors Inc,Oldsmobile,Aurora,Pale White,24100,8163627
6353,9/25/2022,Matthieu,Male,722000,Rabun Used Car Sales,Volkswagen,Golf,Pale White,18000,7752281
6354,9/25/2022,Serenity,Male,13500,Chrysler of Tri-Cities,Toyota,Land Cruiser,Pale White,12000,8846932
6355,9/25/2022,Mathis,Male,720000,Ryder Truck Rental and Leasing,Volkswagen,Beetle,Pale White,21000,8355758
6356,9/25/2022,Skye,Male,730000,Classic Chevy,Lincoln,Navigator,Pale White,33000,8740146
6357,9/25/2022,Skyla,Male,392000,Clay Johnson Auto Sales,Dodge,Ram Van,Pale White,12000,8171295
6358,9/25/2022,Skylah,Male,1150000,Diehl Motor CO Inc,Volvo,V40,Pale White,18000,7888077
6359,9/25/2022,Matteo,Male,640000,Scrivener Performance Engineering,Chevrolet,Prizm,Black,33000,8903356
6360,9/25/2022,Sophia,Male,370000,Gartner Buick Hyundai Saab,Mercedes-B,CL500,Black,22000,6133067
6361,9/26/2022,Tamia,Male,1247000,Progressive Shippers Cooperative Association No,Buick,Park Avenue,Pale White,12701,7312963
6362,9/26/2022,Taraji,Male,1311000,Rabun Used Car Sales,Mitsubishi,Montero,Black,16101,7495891
6363,9/26/2022,Taylor,Male,1100000,Race Car Help,Plymouth,Voyager,Pale White,20001,6999059
6364,9/26/2022,Tiana,Male,13500,Ryder Truck Rental and Leasing,Acura,TL,Black,23001,7164398
6365,9/26/2022,Tianna,Male,1327500,Saab-Belle Dodge,Subaru,Forester,Pale White,26750,8747990
6366,9/26/2022,Tori,Female,1435000,Scrivener Performance Engineering,Oldsmobile,Bravada,Black,36500,6244525
6367,9/26/2022,Trinity,Female,1960000,Star Enterprises Inc,Saturn,SW,Pale White,25000,8421937
6368,9/26/2022,Victoria,Male,13500,Suburban Ford,Oldsmobile,Bravada,Black,18000,8739663
6369,9/26/2022,Zahara,Male,1560000,Tri-State Mack Inc,Dodge,Caravan,Pale White,38000,7595062
6370,9/26/2022,Zaniyah,Male,1370000,U-Haul CO,BMW,328i,Black,69000,6946335
6371,9/26/2022,Zara,Male,1100000,Buddy Storbeck's Diesel Service Inc,Plymouth,Neon,Pale White,27000,8572184
6372,9/26/2022,Zaria,Female,850000,C & M Motors Inc,Jeep,Cherokee,Pale White,36000,8369013
6373,9/26/2022,Zariah,Male,1385000,Capitol KIA,Oldsmobile,Silhouette,Pale White,14500,7279985
6374,9/26/2022,Zoe,Male,1275000,Chrysler of Tri-Cities,Volkswagen,Passat,Black,9500,8881655
6375,9/26/2022,Zoey,Male,1095000,Chrysler Plymouth,Nissan,Frontier,Pale White,12500,6636215
